	BDPA
94056,7	9,19268307087804E-4
94056,3	-5,22088856939566E-6
94055,9	-5,22088856939566E-6
94055,5	7,52789424122807E-4
94055,1	-3,83915996591371E-4
94054,7	-3,03026541328583E-4
94054,3	2,0210792664253E-4
94053,9	-1,92318612501992E-4
94053,5	-7,98155538964503E-4
94053,1	2,92799825854002E-4
94052,7	-6,26780942769552E-4
94052,3	8,09796538702031E-5
94051,9	-2,93223418853922E-4
94051,5	1,3163949385144E-4
94051,1	0,00105059677319691
94050,7	0,00101486554603978
94050,3	-0,00101568827940602
94049,9	-3,23454391187401E-4
94049,5	-4,19451788294643E-4
94049,1	-4,05533146231896E-5
94048,7	-4,85228246694526E-4
94048,3	6,06135240401173E-4
94047,9	2,37032230419141E-4
94047,5	8,54710106420841E-5
94047,1	6,01025822558936E-4
94046,7	5,05466729391816E-5
94046,3	8,38789315016793E-4
94045,9	6,96827478875634E-4
94045,5	6,46374736436683E-4
94045,1	-0,00119258173884603
94044,7	0,00126774142468717
94044,3	-7,12361727823864E-4
94043,9	-0,00122771045998737
94043,5	6,91920748156907E-4
94043,1	3,53464796907454E-4
94042,7	-4,19247065593236E-4
94042,3	1,96998508800292E-4
94041,9	-2,7810340780545E-4
94041,5	-3,28768870994037E-4
94041,1	0,00160109456516437
94040,7	-0,00194956284875014
94040,3	3,23236199414861E-4
94039,9	-3,08547440151537E-4
94039,5	4,09223376505157E-4
94039,1	0,00157086053946405
94038,7	-1,8169931332555E-4
94038,3	-1,31245213834671E-4
94037,9	0,00112658610481096
94037,5	2,11912745432103E-4
94037,1	7,83020057193306E-4
94036,7	-2,32352368047132E-4
94036,3	9,14156175141698E-4
94035,9	0,00107592965745955
94035,5	0,00114130765401908
94035,1	0,00129797002217976
94034,7	9,24164359580749E-4
94034,3	-3,43879866205342E-4
94033,9	1,96998508800292E-4
94033,5	3,03420821345351E-4
94033,1	3,03013411520431E-4
94032,7	0,0021468783138368
94032,3	6,0759580079642E-5
94031,9	-2,5646702850314E-5
94031,5	-6,46594624524132E-4
94031,1	-1,51468680255059E-4
94030,7	-2,83214555888911E-4
94030,3	-1,97011638608433E-4
94029,9	0,0010052554841781
94029,5	8,02833738947887E-4
94029,1	0,00188930876448328
94028,7	5,60579907507097E-4
94028,3	1,36127457993497E-4
94027,9	0,0013233049420203
94027,5	-0,00103550196116061
94027,1	1,36332180694914E-4
94026,7	-4,29258303399134E-4
94026,3	5,30146248050106E-4
94025,9	-9,29485701388531E-4
94025,5	5,09923799418667E-4
94025,1	4,19028534557706E-4
94024,7	-2,67484142555312E-4
94024,3	-5,00135163804085E-4
94023,9	0,00106591909817962
94023,5	-4,75015305627773E-4
94023,1	7,47685934824596E-4
94022,7	-8,07911143437803E-5
94022,3	-0,00104081681415652
94021,9	6,81909510351009E-4
94021,5	4,69480598470696E-4
94021,1	-3,18760008029017E-4
94020,7	6,11032649946046E-4
94020,3	-2,01919387116111E-4
94019,9	-3,79008587346675E-4
94019,5	-1,97011638608433E-4
94019,1	9,09463488298233E-4
94018,7	3,23236199414861E-4
94018,3	-7,07842869566694E-5
94017,9	-4,49886465540584E-4
94017,5	-3,23658096099859E-4
94017,1	-8,081544022297E-4
94016,7	0,00110636263839057
94016,3	-7,53008972947284E-4
94015,9	8,53694230474748E-4
94015,5	4,69480598470696E-4
94015,1	7,57492449929074E-4
94014,7	1,56349228098973E-4
94014,3	8,53295463297712E-4
94013,9	-4,95440780645701E-4
94013,5	0,00182864175785193
94013,1	8,6860084224762E-4
94012,7	-8,28172806685701E-4
94012,3	-4,2435919753934E-4
94011,9	-0,00107614920628402
94011,5	4,44360740294374E-4
94011,1	-2,77899736819293E-4
94010,7	-1,51671028115591E-4
94010,3	0,00142441209623277
94009,9	5,29941864611676E-4
94009,5	-2,9281702681795E-4
94009,1	6,16143424840224E-4
94008,7	-0,00130328204281369
94008,3	-8,53913779299225E-4
94007,9	1,36332180694914E-4
94007,5	-3,64101636310811E-4
94007,1	-9,34800859721125E-4
94006,7	-4,24562902451801E-4
94006,3	3,03265991486197E-5
94005,9	1,26118595028486E-4
94005,5	1,86997270694208E-4
94005,1	-6,58861988858155E-5
94004,7	1,007950319397E-4
94004,3	-6,58861988858155E-5
94003,9	9,55007125177577E-4
94003,5	1,16323097412768E-4
94003,1	-3,99230018189163E-4
94002,7	-1,21234654554732E-4
94002,3	2,47449894187306E-4
94001,9	-1,50180825000305E-5
94001,5	0,00118175085496705
94001,1	3,73482862100473E-4
94000,7	0,00111107634242262
94000,3	5,15645689050223E-4
93999,9	-4,56647680433265E-5
93999,5	7,17252953893575E-4
93999,1	4,19028534557706E-4
93998,7	4,94609438557884E-4
93998,3	-2,12132294256571E-4
93997,9	-2,17234765765844E-4
93997,5	8,53489847036318E-4
93997,1	1,11210286940693E-4
93996,7	-7,17269137068562E-4
93996,3	-5,35680615944203E-4
93995,9	9,64607560528719E-4
93995,5	-3,73906455100381E-4
93995,1	-0,00107125179673914
93994,7	2,01116564302612E-5
93994,3	-6,36379681805775E-4
93993,9	6,86817937384654E-4
93993,5	-3,53480640819461E-4
93993,1	1,31229369922653E-4
93992,7	-3,99024277698804E-4
93992,3	0,00114170608193314
93991,9	6,36568221332194E-4
93991,5	5,40154771752137E-4
93991,1	4,89702368576176E-4
93990,7	-3,28352479258244E-4
93990,3	9,49487244143562E-4
93989,9	-1,36550711730433E-4
93989,5	0,00114660383074099
93989,1	3,27928207732355E-4
93988,7	8,48193636388106E-4
93988,3	6,71697620999497E-4
93987,9	3,03265991486197E-5
93987,5	1,41238911413642E-4
93987,1	2,27226767029895E-4
93986,7	-4,80117098611075E-4
93986,3	-1,91908827836182E-4
93985,9	1,86783566081936E-4
93985,5	6,71902343700906E-4
93985,1	0,00123750739898685
93984,7	5,90811219103557E-4
93984,3	9,14156175141698E-4
93983,9	-3,03231942555961E-4
93983,5	6,36366551997633E-4
93983,1	7,27261138332625E-4
93982,7	-2,93223418853922E-4
93982,3	3,28336296083246E-4
93981,9	-6,01244014331463E-4
93981,5	0,0011263803643206
93981,1	-3,56555658153263E-5
93980,7	-2,50252491501224E-5
93980,3	2,0210792664253E-4
93979,9	-6,21259704683606E-4
93979,5	-1,97011638608433E-4
93979,1	-7,72823333227835E-4
93978,7	-6,41482492578025E-4
93978,3	4,95017526908773E-4
93977,9	4,74592051890833E-4
93977,5	4,04119887206934E-4
93977,1	0,00112598325953218
93976,7	2,52562026133409E-4
93976,3	1,46553730483259E-4
93975,9	4,94813482733333E-4
93975,5	5,19933001646666E-4
93975,1	5,30351649277484E-4
93974,7	0,00131329438274037
93974,3	-0,00116663875763497
93973,9	8,07779845356417E-5
93973,5	-5,35476911031732E-4
93973,1	7,01928932595957E-4
93972,7	-4,54793535522291E-4
93972,3	-3,58580737487856E-4
93971,9	1,71672570870623E-4
93971,5	-4,39673558400115E-4
93971,1	0,0012779509391978
93970,7	7,47685934824596E-4
93970,3	2,36828559432974E-4
93969,9	6,26152966331203E-4
93969,5	9,89746061052741E-4
93969,1	1,06110190272309E-4
93968,7	4,59471735505676E-4
93968,3	4,14131125012833E-4
